Locality,BHK,Bathrooms,Area (SqFt),Rent (INR/month),Rent/SqFt,Property Type,Furnishing,City,Source
Surya Nagar Colony,3.0,2.0,1770.0,18500.0,10.45,Apartment,Furnished,Hyderabad,Synthetic
Surya Nagar Colony,1.0,1.0,1250.0,14000.0,11.2,Apartment,Furnished,Hyderabad,Synthetic
Surya Nagar Colony,3.0,2.0,1620.0,15000.0,9.26,Independent House,Semi-Furnished,Hyderabad,Synthetic
Surya Nagar Colony,2.0,2.0,1790.0,18500.0,10.39,Apartment,Furnished,Hyderabad,Synthetic
Surya Nagar Colony,2.0,2.0,1460.0,13500.0,9.41,Apartment,Semi-Furnished,Hyderabad,Synthetic
Surya Nagar Colony,2.0,2.0,1580.0,16500.0,10.47,Apartment,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1630.0,24000.0,14.6,Apartment,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1870.0,28000.0,15.02,Apartment,Semi-Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,2.0,2.0,1760.0,27500.0,15.67,Apartment,Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,2.0,2.0,1670.0,28500.0,16.92,Apartment,Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1780.0,25500.0,14.41,Independent House,Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1780.0,26000.0,14.7,Apartment,Semi-Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,2.0,2.0,1660.0,25500.0,15.32,Apartment,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,2.0,2.0,1530.0,24000.0,15.66,Apartment,Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1860.0,25500.0,13.75,Independent House,Semi-Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1910.0,27500.0,14.27,Independent House,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1900.0,27000.0,14.13,Apartment,Semi-Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,2.0,2.0,1790.0,26500.0,14.92,Apartment,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1830.0,27000.0,14.81,Apartment,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,4.0,3.0,2080.0,31000.0,14.88,Apartment,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1870.0,31000.0,16.57,Independent House,Semi-Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,2.0,2.0,1640.0,25500.0,15.42,Apartment,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,4.0,3.0,1980.0,30500.0,15.36,Apartment,Semi-Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,4.0,3.0,1960.0,27500.0,13.92,Villa,Semi-Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,4.0,3.0,1940.0,28500.0,14.66,Independent House,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1690.0,22500.0,13.36,Independent House,Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1770.0,29000.0,16.41,Apartment,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1950.0,29000.0,14.97,Independent House,Semi-Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,2.0,2.0,1650.0,25500.0,15.4,Apartment,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,2.0,2.0,1750.0,26000.0,14.87,Apartment,Unfurnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,1970.0,29500.0,15.06,Apartment,Semi-Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,3.0,2.0,2000.0,29500.0,14.73,Apartment,Semi-Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,2.0,2.0,1400.0,22000.0,15.86,Apartment,Furnished,Hyderabad,Synthetic
Surya Sravanthi Apartment,2.0,2.0,1570.0,22000.0,13.86,Villa,Semi-Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,4.0,3.0,1450.0,14000.0,9.79,Apartment,Semi-Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1220.0,11000.0,8.81,Apartment,Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1140.0,9500.0,8.4,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,1.0,1.0,870.0,8000.0,9.44,Independent House,Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,900.0,8500.0,9.38,Independent House,Semi-Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,950.0,8500.0,8.77,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1320.0,11500.0,8.75,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,4.0,3.0,1430.0,13500.0,9.46,Apartment,Semi-Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1170.0,11000.0,9.52,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,1110.0,10000.0,8.8,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1160.0,10000.0,8.77,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1090.0,10000.0,9.33,Independent House,Semi-Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,1170.0,12000.0,10.09,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1160.0,11500.0,10.05,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,1070.0,12000.0,11.0,Villa,Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1110.0,9500.0,8.74,Apartment,Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1350.0,12500.0,9.18,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1280.0,13500.0,10.63,Apartment,Semi-Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,1.0,1.0,820.0,8500.0,10.19,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1360.0,11000.0,8.1,Apartment,Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,1120.0,12500.0,11.03,Apartment,Semi-Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,1040.0,10000.0,9.73,Apartment,Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,3.0,2.0,1210.0,11000.0,9.24,Apartment,Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,990.0,11500.0,11.58,Villa,Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,4.0,3.0,1440.0,15000.0,10.46,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,1020.0,10500.0,10.08,Apartment,Unfurnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,860.0,10000.0,11.6,Independent House,Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,1130.0,12500.0,11.26,Apartment,Furnished,Hyderabad,Synthetic
Swathi Pooja Homes,2.0,2.0,1020.0,10000.0,9.85,Apartment,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,4.0,3.0,1360.0,13000.0,9.45,Apartment,Unfurnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1120.0,11000.0,9.88,Apartment,Unfurnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1160.0,12000.0,10.41,Villa,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,4.0,3.0,1370.0,14500.0,10.57,Apartment,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1030.0,10000.0,9.6,Apartment,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,2.0,2.0,1010.0,8000.0,8.09,Independent House,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,2.0,2.0,1000.0,8500.0,8.54,Apartment,Furnished,Hyderabad,Synthetic
Syed Nagar,2.0,2.0,880.0,8500.0,9.62,Apartment,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1350.0,11000.0,8.1,Apartment,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,2.0,2.0,880.0,9000.0,10.43,Independent House,Furnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1270.0,12000.0,9.57,Apartment,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,2.0,2.0,990.0,8500.0,8.83,Apartment,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,1.0,1.0,910.0,10000.0,10.87,Apartment,Unfurnished,Hyderabad,Synthetic
Syed Nagar,2.0,2.0,1020.0,10500.0,10.31,Apartment,Furnished,Hyderabad,Synthetic
Syed Nagar,1.0,1.0,800.0,7500.0,9.14,Apartment,Furnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1180.0,11500.0,9.78,Apartment,Unfurnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1040.0,9000.0,8.47,Apartment,Furnished,Hyderabad,Synthetic
Syed Nagar,1.0,1.0,910.0,8500.0,9.31,Independent House,Furnished,Hyderabad,Synthetic
Syed Nagar,2.0,2.0,900.0,10500.0,11.57,Apartment,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1170.0,10500.0,9.0,Independent House,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,2.0,2.0,900.0,9500.0,10.41,Apartment,Furnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1080.0,11500.0,10.59,Independent House,Furnished,Hyderabad,Synthetic
Syed Nagar,4.0,3.0,1560.0,13000.0,8.2,Apartment,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,4.0,3.0,1490.0,15000.0,10.01,Apartment,Furnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1350.0,13500.0,9.88,Apartment,Furnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1170.0,11500.0,9.98,Apartment,Furnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1230.0,12500.0,10.32,Apartment,Semi-Furnished,Hyderabad,Synthetic
Syed Nagar,3.0,2.0,1230.0,12000.0,9.94,Apartment,Unfurnished,Hyderabad,Synthetic
Syed Nagar,1.0,1.0,760.0,7500.0,10.02,Apartment,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,4.0,3.0,2000.0,27500.0,13.65,Apartment,Furnished,Hyderabad,Synthetic
TNR Sulakshna,3.0,2.0,1760.0,26000.0,14.68,Apartment,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1830.0,27000.0,14.82,Apartment,Unfurnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1640.0,25000.0,15.16,Independent House,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,3.0,2.0,1890.0,24000.0,12.64,Independent House,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1730.0,25500.0,14.65,Apartment,Furnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1740.0,26000.0,14.94,Apartment,Furnished,Hyderabad,Synthetic
TNR Sulakshna,3.0,2.0,1800.0,24500.0,13.59,Apartment,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,3.0,2.0,1550.0,21000.0,13.7,Apartment,Furnished,Hyderabad,Synthetic
TNR Sulakshna,4.0,3.0,1940.0,28500.0,14.61,Apartment,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,4.0,3.0,1890.0,25500.0,13.5,Apartment,Furnished,Hyderabad,Synthetic
TNR Sulakshna,3.0,2.0,1650.0,22500.0,13.58,Apartment,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,3.0,2.0,1930.0,29000.0,15.02,Independent House,Furnished,Hyderabad,Synthetic
TNR Sulakshna,4.0,3.0,2070.0,29000.0,14.06,Apartment,Unfurnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1670.0,22000.0,13.2,Apartment,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1720.0,26500.0,15.32,Independent House,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,3.0,2.0,1830.0,26000.0,14.16,Apartment,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,4.0,3.0,1930.0,27000.0,14.03,Independent House,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1630.0,24000.0,14.57,Apartment,Unfurnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1530.0,22500.0,14.64,Apartment,Unfurnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1700.0,25000.0,14.8,Apartment,Unfurnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1580.0,23500.0,15.0,Villa,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,3.0,2.0,1780.0,25000.0,14.16,Apartment,Furnished,Hyderabad,Synthetic
TNR Sulakshna,4.0,3.0,1960.0,27500.0,13.94,Independent House,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1670.0,22500.0,13.33,Apartment,Furnished,Hyderabad,Synthetic
TNR Sulakshna,4.0,3.0,2230.0,31000.0,14.01,Apartment,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,3.0,2.0,1800.0,26000.0,14.5,Apartment,Furnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1670.0,27000.0,16.26,Apartment,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,1.0,1.0,1530.0,23500.0,15.37,Apartment,Semi-Furnished,Hyderabad,Synthetic
TNR Sulakshna,2.0,2.0,1830.0,25000.0,13.6,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1540.0,28000.0,18.18,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,4.0,3.0,1970.0,35500.0,18.0,Apartment,Unfurnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1640.0,29500.0,18.04,Apartment,Unfurnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1600.0,32000.0,20.06,Apartment,Unfurnished,Hyderabad,Synthetic
Tanasha Nagar,4.0,3.0,1930.0,33000.0,17.2,Independent House,Furnished,Hyderabad,Synthetic
Tanasha Nagar,1.0,1.0,1410.0,28000.0,19.78,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1710.0,31500.0,18.42,Apartment,Unfurnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1430.0,26000.0,18.15,Villa,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1480.0,29000.0,19.66,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,3.0,2.0,1680.0,32500.0,19.23,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,1.0,1.0,1390.0,27500.0,19.93,Independent House,Unfurnished,Hyderabad,Synthetic
Tanasha Nagar,1.0,1.0,1470.0,29500.0,20.0,Villa,Furnished,Hyderabad,Synthetic
Tanasha Nagar,3.0,2.0,1730.0,31500.0,18.26,Villa,Furnished,Hyderabad,Synthetic
Tanasha Nagar,3.0,2.0,1670.0,31000.0,18.59,Apartment,Furnished,Hyderabad,Synthetic
Tanasha Nagar,3.0,2.0,1820.0,33500.0,18.4,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1750.0,31500.0,18.02,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1370.0,25500.0,18.52,Apartment,Furnished,Hyderabad,Synthetic
Tanasha Nagar,3.0,2.0,2060.0,37500.0,18.09,Apartment,Furnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1640.0,30500.0,18.57,Apartment,Furnished,Hyderabad,Synthetic
Tanasha Nagar,3.0,2.0,1790.0,31500.0,17.72,Villa,Unfurnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1660.0,29000.0,17.35,Apartment,Furnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1480.0,26500.0,17.76,Apartment,Unfurnished,Hyderabad,Synthetic
Tanasha Nagar,3.0,2.0,1810.0,31000.0,17.12,Apartment,Unfurnished,Hyderabad,Synthetic
Tanasha Nagar,1.0,1.0,1400.0,29000.0,20.69,Villa,Furnished,Hyderabad,Synthetic
Tanasha Nagar,4.0,3.0,2010.0,34500.0,17.25,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,1.0,1.0,1230.0,24500.0,19.96,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,3.0,2.0,1850.0,35000.0,19.04,Villa,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1880.0,38500.0,20.36,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,2.0,2.0,1620.0,30000.0,18.62,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tanasha Nagar,3.0,2.0,1800.0,33500.0,18.6,Villa,Unfurnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1470.0,19500.0,13.36,Apartment,Unfurnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1710.0,22500.0,13.18,Villa,Semi-Furnished,Hyderabad,Synthetic
Tarnaka,4.0,3.0,1400.0,18000.0,12.93,Apartment,Furnished,Hyderabad,Synthetic
Tarnaka,2.0,2.0,1490.0,20500.0,13.68,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tarnaka,4.0,3.0,1480.0,19000.0,12.83,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tarnaka,2.0,2.0,1150.0,16000.0,13.81,Villa,Unfurnished,Hyderabad,Synthetic
Tarnaka,2.0,2.0,1320.0,17500.0,13.42,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1950.0,25000.0,12.91,Villa,Unfurnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1340.0,16500.0,12.49,Villa,Unfurnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1590.0,21500.0,13.66,Apartment,Furnished,Hyderabad,Synthetic
Tarnaka,2.0,2.0,1460.0,20000.0,13.73,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tarnaka,4.0,3.0,1800.0,22500.0,12.61,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tarnaka,2.0,2.0,1510.0,21000.0,13.97,Apartment,Furnished,Hyderabad,Synthetic
Tarnaka,2.0,2.0,1250.0,17000.0,13.74,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tarnaka,2.0,2.0,1210.0,16000.0,13.2,Apartment,Furnished,Hyderabad,Synthetic
Tarnaka,1.0,1.0,1240.0,17000.0,13.86,Apartment,Furnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1660.0,21500.0,13.02,Apartment,Unfurnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1610.0,21500.0,13.25,Apartment,Furnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1620.0,21000.0,12.89,Apartment,Unfurnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1260.0,16000.0,12.51,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1550.0,20000.0,12.88,Apartment,Furnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1590.0,19500.0,12.21,Independent House,Furnished,Hyderabad,Synthetic
Tarnaka,2.0,2.0,1390.0,18000.0,13.12,Apartment,Furnished,Hyderabad,Synthetic
Tarnaka,4.0,3.0,1740.0,21500.0,12.27,Villa,Unfurnished,Hyderabad,Synthetic
Tarnaka,3.0,2.0,1460.0,20000.0,13.61,Apartment,Furnished,Hyderabad,Synthetic
Tarnaka,2.0,2.0,1290.0,17500.0,13.53,Apartment,Furnished,Hyderabad,Synthetic
Tarnaka,2.0,2.0,1380.0,18500.0,13.37,Independent House,Unfurnished,Hyderabad,Synthetic
Tarnaka,1.0,1.0,1030.0,14000.0,13.48,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tarnaka,1.0,1.0,1070.0,14500.0,13.45,Apartment,Furnished,Hyderabad,Synthetic
Teja Colony,2.0,2.0,990.0,11500.0,11.83,Apartment,Unfurnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1340.0,14500.0,11.0,Independent House,Furnished,Hyderabad,Synthetic
Teja Colony,2.0,2.0,820.0,8500.0,10.43,Apartment,Semi-Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1320.0,14000.0,10.59,Villa,Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1310.0,15000.0,11.42,Apartment,Furnished,Hyderabad,Synthetic
Teja Colony,4.0,3.0,1350.0,15000.0,11.12,Villa,Semi-Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1140.0,12500.0,10.85,Apartment,Semi-Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1370.0,17500.0,12.79,Independent House,Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1190.0,13000.0,10.99,Apartment,Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1330.0,15000.0,11.1,Apartment,Unfurnished,Hyderabad,Synthetic
Teja Colony,2.0,2.0,990.0,11000.0,11.06,Independent House,Semi-Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1250.0,13000.0,10.35,Apartment,Semi-Furnished,Hyderabad,Synthetic
Teja Colony,2.0,2.0,1240.0,11500.0,9.21,Apartment,Semi-Furnished,Hyderabad,Synthetic
Teja Colony,4.0,3.0,1520.0,16000.0,10.5,Apartment,Unfurnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1250.0,15000.0,11.96,Independent House,Semi-Furnished,Hyderabad,Synthetic
Teja Colony,4.0,3.0,1400.0,15000.0,10.84,Apartment,Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1430.0,16000.0,11.34,Apartment,Unfurnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1150.0,13000.0,11.22,Apartment,Furnished,Hyderabad,Synthetic
Teja Colony,4.0,3.0,1390.0,14500.0,10.31,Villa,Semi-Furnished,Hyderabad,Synthetic
Teja Colony,2.0,2.0,920.0,10000.0,10.81,Apartment,Furnished,Hyderabad,Synthetic
Teja Colony,1.0,1.0,890.0,10500.0,11.77,Apartment,Unfurnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1100.0,13500.0,12.23,Apartment,Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1270.0,14500.0,11.47,Apartment,Unfurnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1370.0,15000.0,10.77,Apartment,Semi-Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1170.0,12500.0,10.8,Independent House,Furnished,Hyderabad,Synthetic
Teja Colony,2.0,2.0,1110.0,13000.0,11.56,Apartment,Furnished,Hyderabad,Synthetic
Teja Colony,1.0,1.0,760.0,9000.0,11.66,Independent House,Semi-Furnished,Hyderabad,Synthetic
Teja Colony,3.0,2.0,1360.0,15500.0,11.29,Apartment,Furnished,Hyderabad,Synthetic
Teja Colony,2.0,2.0,770.0,8000.0,10.32,Independent House,Furnished,Hyderabad,Synthetic
Teja Colony,2.0,2.0,950.0,13000.0,13.68,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tellapur,3.0,2.0,1820.0,17500.0,9.71,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,2190.0,24000.0,10.97,Apartment,Furnished,Hyderabad,Synthetic
Tellapur,1.0,1.0,1620.0,19500.0,12.17,Apartment,Unfurnished,Hyderabad,Synthetic
Tellapur,4.0,3.0,2230.0,23000.0,10.38,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tellapur,1.0,1.0,2210.0,23500.0,10.56,Independent House,Unfurnished,Hyderabad,Synthetic
Tellapur,4.0,3.0,1730.0,18500.0,10.82,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,2170.0,26500.0,12.25,Apartment,Unfurnished,Hyderabad,Synthetic
Tellapur,4.0,3.0,2550.0,20500.0,7.95,Apartment,Furnished,Hyderabad,Synthetic
Tellapur,1.0,1.0,2090.0,21500.0,10.27,Independent House,Unfurnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,1220.0,13500.0,11.06,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,1450.0,15500.0,10.78,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tellapur,3.0,2.0,2660.0,20000.0,7.48,Apartment,Furnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,1480.0,11500.0,7.62,Apartment,Furnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,2180.0,19000.0,8.82,Apartment,Furnished,Hyderabad,Synthetic
Tellapur,3.0,2.0,1440.0,16000.0,11.22,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tellapur,3.0,2.0,1680.0,19000.0,11.32,Independent House,Furnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,1110.0,9000.0,8.21,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tellapur,3.0,2.0,2560.0,21000.0,8.16,Apartment,Unfurnished,Hyderabad,Synthetic
Tellapur,3.0,2.0,2510.0,28000.0,11.09,Apartment,Furnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,2430.0,25000.0,10.26,Apartment,Unfurnished,Hyderabad,Synthetic
Tellapur,4.0,3.0,2260.0,26000.0,11.55,Apartment,Furnished,Hyderabad,Synthetic
Tellapur,3.0,2.0,2730.0,24500.0,8.96,Independent House,Furnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,1270.0,13000.0,10.33,Apartment,Unfurnished,Hyderabad,Synthetic
Tellapur,3.0,2.0,1940.0,19000.0,9.9,Villa,Semi-Furnished,Hyderabad,Synthetic
Tellapur,3.0,2.0,1570.0,20500.0,13.03,Apartment,Furnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,1850.0,15000.0,8.17,Independent House,Furnished,Hyderabad,Synthetic
Tellapur,1.0,1.0,1780.0,14500.0,8.08,Apartment,Unfurnished,Hyderabad,Synthetic
Tellapur,2.0,2.0,1270.0,11000.0,8.83,Apartment,Furnished,Hyderabad,Synthetic
Tellapur,3.0,2.0,1880.0,18500.0,9.85,Apartment,Furnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1280.0,17000.0,13.46,Apartment,Furnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1150.0,14000.0,12.2,Apartment,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,2.0,2.0,1170.0,15500.0,13.12,Independent House,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,2.0,2.0,1030.0,14500.0,14.28,Apartment,Unfurnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1240.0,16000.0,12.92,Independent House,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1240.0,15500.0,12.55,Apartment,Furnished,Hyderabad,Synthetic
Temple Alwal,2.0,2.0,1140.0,15500.0,13.67,Apartment,Furnished,Hyderabad,Synthetic
Temple Alwal,1.0,1.0,840.0,11000.0,13.05,Villa,Unfurnished,Hyderabad,Synthetic
