Locality,BHK,Bathrooms,Area (SqFt),Rent (INR/month),Rent/SqFt,Property Type,Furnishing,City,Source
Temple Alwal,2.0,2.0,1080.0,14500.0,13.44,Apartment,Unfurnished,Hyderabad,Synthetic
Temple Alwal,2.0,2.0,1010.0,14000.0,14.01,Apartment,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1050.0,12000.0,11.63,Apartment,Furnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1110.0,14000.0,12.79,Independent House,Unfurnished,Hyderabad,Synthetic
Temple Alwal,2.0,2.0,1020.0,12500.0,12.48,Apartment,Furnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1320.0,15000.0,11.46,Apartment,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,2.0,2.0,980.0,13000.0,13.34,Independent House,Unfurnished,Hyderabad,Synthetic
Temple Alwal,1.0,1.0,920.0,13000.0,14.02,Apartment,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,2.0,2.0,1120.0,13500.0,12.19,Apartment,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,4.0,3.0,1360.0,17500.0,12.7,Independent House,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,2.0,2.0,820.0,12000.0,14.64,Apartment,Unfurnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1250.0,16500.0,13.27,Apartment,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,2.0,2.0,940.0,11500.0,12.33,Independent House,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1190.0,14500.0,12.13,Apartment,Unfurnished,Hyderabad,Synthetic
Temple Alwal,4.0,3.0,1400.0,16500.0,11.92,Apartment,Unfurnished,Hyderabad,Synthetic
Temple Alwal,4.0,3.0,1300.0,16000.0,12.17,Apartment,Furnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1270.0,16000.0,12.46,Independent House,Unfurnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1240.0,14500.0,11.57,Apartment,Furnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1290.0,17000.0,13.01,Apartment,Furnished,Hyderabad,Synthetic
Temple Alwal,1.0,1.0,800.0,11500.0,14.25,Apartment,Furnished,Hyderabad,Synthetic
Temple Alwal,3.0,2.0,1180.0,14000.0,11.76,Apartment,Semi-Furnished,Hyderabad,Synthetic
Temple Alwal,2.0,2.0,1010.0,13000.0,12.75,Independent House,Furnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1870.0,43000.0,22.93,Villa,Furnished,Hyderabad,Synthetic
The Legend,4.0,3.0,2160.0,42000.0,19.38,Independent House,Furnished,Hyderabad,Synthetic
The Legend,2.0,2.0,1660.0,32500.0,19.73,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1820.0,35500.0,19.42,Independent House,Furnished,Hyderabad,Synthetic
The Legend,2.0,2.0,1620.0,35500.0,21.8,Apartment,Furnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1700.0,36000.0,21.3,Apartment,Furnished,Hyderabad,Synthetic
The Legend,4.0,3.0,2160.0,44500.0,20.57,Apartment,Furnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1750.0,35500.0,20.22,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1790.0,35500.0,19.96,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1920.0,40500.0,21.03,Apartment,Furnished,Hyderabad,Synthetic
The Legend,2.0,2.0,1660.0,35000.0,21.17,Independent House,Furnished,Hyderabad,Synthetic
The Legend,2.0,2.0,1560.0,32500.0,20.93,Apartment,Furnished,Hyderabad,Synthetic
The Legend,2.0,2.0,1510.0,32000.0,21.3,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend,4.0,3.0,2070.0,43000.0,20.86,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend,1.0,1.0,1470.0,32500.0,22.26,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend,1.0,1.0,1480.0,32500.0,21.84,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend,2.0,2.0,1740.0,36000.0,20.8,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1580.0,32500.0,20.62,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1810.0,37500.0,20.72,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend,2.0,2.0,1590.0,33500.0,21.18,Independent House,Semi-Furnished,Hyderabad,Synthetic
The Legend,4.0,3.0,2110.0,39000.0,18.42,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1710.0,33000.0,19.38,Apartment,Furnished,Hyderabad,Synthetic
The Legend,2.0,2.0,1550.0,31500.0,20.23,Villa,Semi-Furnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1860.0,39000.0,20.87,Independent House,Unfurnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1760.0,38500.0,22.0,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1990.0,41000.0,20.63,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1790.0,36000.0,20.22,Independent House,Unfurnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1970.0,43000.0,21.86,Apartment,Furnished,Hyderabad,Synthetic
The Legend,2.0,2.0,1570.0,35500.0,22.62,Villa,Furnished,Hyderabad,Synthetic
The Legend,3.0,2.0,1760.0,37000.0,21.08,Villa,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2690.0,48500.0,18.1,Villa,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,2.0,2.0,2210.0,42500.0,19.21,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend Somajiguda I,2.0,2.0,2200.0,45500.0,20.69,Independent House,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2340.0,46000.0,19.64,Villa,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2490.0,50500.0,20.38,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2390.0,45500.0,19.13,Apartment,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2280.0,44500.0,19.48,Apartment,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,1.0,1.0,2040.0,43000.0,21.08,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2350.0,45500.0,19.4,Villa,Semi-Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,2.0,2.0,2030.0,39500.0,19.36,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend Somajiguda I,2.0,2.0,1960.0,39500.0,20.06,Apartment,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2490.0,48000.0,19.2,Villa,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2310.0,41500.0,17.88,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend Somajiguda I,4.0,3.0,2620.0,48000.0,18.27,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2400.0,43000.0,17.89,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2170.0,39500.0,18.24,Villa,Unfurnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2440.0,46500.0,19.04,Apartment,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,1.0,1.0,1690.0,35000.0,20.64,Villa,Unfurnished,Hyderabad,Synthetic
The Legend Somajiguda I,1.0,1.0,1870.0,39500.0,21.22,Apartment,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,4.0,3.0,2420.0,43000.0,17.67,Independent House,Unfurnished,Hyderabad,Synthetic
The Legend Somajiguda I,2.0,2.0,2250.0,41500.0,18.46,Apartment,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,2.0,2.0,2040.0,38000.0,18.69,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,4.0,3.0,2390.0,42500.0,17.7,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,2.0,2.0,2110.0,40000.0,18.97,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,2.0,2.0,2120.0,40000.0,18.91,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,2.0,2.0,2160.0,43000.0,20.02,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2380.0,43500.0,18.32,Apartment,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2320.0,44000.0,18.97,Apartment,Furnished,Hyderabad,Synthetic
The Legend Somajiguda I,4.0,3.0,2540.0,48500.0,19.18,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend Somajiguda I,3.0,2.0,2500.0,45500.0,18.11,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,970.0,11000.0,11.15,Independent House,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1210.0,11000.0,9.29,Apartment,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,900.0,10500.0,11.45,Apartment,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1260.0,13500.0,10.86,Villa,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,1160.0,14000.0,12.26,Apartment,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,720.0,8000.0,11.35,Independent House,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1200.0,13000.0,10.99,Apartment,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,900.0,8500.0,9.71,Apartment,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1120.0,12000.0,10.61,Apartment,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,1.0,1.0,960.0,11500.0,11.87,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1260.0,14500.0,11.35,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,970.0,9500.0,9.98,Apartment,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1110.0,12000.0,10.81,Independent House,Unfurnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,990.0,12000.0,12.12,Apartment,Unfurnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1370.0,15000.0,11.07,Apartment,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,1040.0,13000.0,12.5,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,870.0,9500.0,11.17,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1240.0,12500.0,10.16,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,1130.0,12500.0,11.04,Independent House,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1250.0,12500.0,9.93,Apartment,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1190.0,12000.0,9.89,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1230.0,13500.0,10.88,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1070.0,11000.0,10.23,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1180.0,12500.0,10.56,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,4.0,3.0,1380.0,13500.0,9.84,Villa,Unfurnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1430.0,15000.0,10.52,Apartment,Semi-Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1150.0,14500.0,12.68,Apartment,Furnished,Hyderabad,Synthetic
The Legend Vittalwadi,3.0,2.0,1350.0,15500.0,11.6,Independent House,Unfurnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,1060.0,12500.0,11.84,Independent House,Unfurnished,Hyderabad,Synthetic
The Legend Vittalwadi,2.0,2.0,1040.0,10000.0,9.67,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,1.0,1.0,1050.0,15500.0,14.64,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tilak Nagar,4.0,3.0,1550.0,20500.0,13.13,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1370.0,18000.0,13.31,Independent House,Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1190.0,15500.0,12.99,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,4.0,3.0,1690.0,22000.0,13.04,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1670.0,22500.0,13.48,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1410.0,20000.0,14.22,Apartment,Unfurnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1360.0,18500.0,13.42,Apartment,Unfurnished,Hyderabad,Synthetic
Tilak Nagar,2.0,2.0,1300.0,18000.0,13.76,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1440.0,19000.0,13.06,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,4.0,3.0,1750.0,23500.0,13.54,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1460.0,20000.0,13.62,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1380.0,19500.0,14.02,Independent House,Furnished,Hyderabad,Synthetic
Tilak Nagar,2.0,2.0,1140.0,16500.0,14.34,Independent House,Unfurnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1370.0,18500.0,13.67,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,1.0,1.0,1150.0,16500.0,14.19,Villa,Furnished,Hyderabad,Synthetic
Tilak Nagar,2.0,2.0,1100.0,15000.0,13.78,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tilak Nagar,1.0,1.0,1080.0,15500.0,14.24,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,4.0,3.0,1480.0,19500.0,13.17,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1500.0,20500.0,13.54,Villa,Semi-Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1530.0,21000.0,13.86,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tilak Nagar,2.0,2.0,1390.0,19500.0,13.88,Independent House,Furnished,Hyderabad,Synthetic
Tilak Nagar,1.0,1.0,1110.0,16000.0,14.59,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tilak Nagar,2.0,2.0,1470.0,21000.0,14.21,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,2.0,2.0,980.0,13500.0,13.88,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1620.0,21500.0,13.15,Apartment,Furnished,Hyderabad,Synthetic
Tilak Nagar,3.0,2.0,1470.0,21000.0,14.32,Independent House,Furnished,Hyderabad,Synthetic
Tirumala Gardens,3.0,2.0,2620.0,38500.0,14.68,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,3.0,2.0,2710.0,42500.0,15.63,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,1.0,1.0,2250.0,33000.0,14.74,Apartment,Furnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2520.0,40500.0,16.14,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,3.0,2.0,2760.0,42500.0,15.38,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2390.0,37000.0,15.58,Villa,Unfurnished,Hyderabad,Synthetic
Tirumala Gardens,1.0,1.0,2260.0,36000.0,15.87,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2660.0,43000.0,16.26,Villa,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,3.0,2.0,2620.0,37000.0,14.04,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,3.0,2.0,2660.0,39500.0,14.88,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2430.0,38000.0,15.61,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2570.0,36000.0,13.99,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,4.0,3.0,3010.0,44500.0,14.85,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,3.0,2.0,2640.0,45000.0,17.1,Apartment,Unfurnished,Hyderabad,Synthetic
Tirumala Gardens,3.0,2.0,2740.0,41000.0,14.96,Apartment,Unfurnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2670.0,40500.0,15.22,Apartment,Furnished,Hyderabad,Synthetic
Tirumala Gardens,4.0,3.0,2840.0,39000.0,13.75,Apartment,Unfurnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2480.0,39000.0,15.74,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,4.0,3.0,2880.0,40500.0,14.05,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2540.0,38500.0,15.13,Apartment,Furnished,Hyderabad,Synthetic
Tirumala Gardens,1.0,1.0,2280.0,36000.0,15.68,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,1.0,1.0,2170.0,31500.0,14.46,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,1.0,1.0,2360.0,38000.0,16.02,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2410.0,39500.0,16.44,Apartment,Furnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2400.0,32000.0,13.32,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2400.0,35500.0,14.8,Apartment,Unfurnished,Hyderabad,Synthetic
Tirumala Gardens,3.0,2.0,2870.0,41000.0,14.36,Apartment,Unfurnished,Hyderabad,Synthetic
Tirumala Gardens,2.0,2.0,2590.0,40500.0,15.73,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,3.0,2.0,2700.0,37500.0,13.87,Villa,Semi-Furnished,Hyderabad,Synthetic
Tirumala Gardens,4.0,3.0,2920.0,40500.0,13.84,Apartment,Unfurnished,Hyderabad,Synthetic
Toli Chowki,1.0,1.0,830.0,10500.0,12.47,Apartment,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1430.0,17000.0,11.96,Apartment,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1440.0,18500.0,12.91,Villa,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1650.0,23000.0,14.04,Apartment,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,4.0,3.0,1580.0,20500.0,13.06,Apartment,Unfurnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1390.0,19000.0,13.81,Apartment,Furnished,Hyderabad,Synthetic
Toli Chowki,4.0,3.0,900.0,12500.0,13.8,Villa,Unfurnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1700.0,22500.0,13.18,Apartment,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1940.0,26000.0,13.28,Apartment,Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1430.0,22000.0,15.35,Apartment,Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1390.0,18000.0,13.0,Apartment,Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,2450.0,40500.0,16.47,Villa,Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1240.0,16500.0,13.4,Apartment,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1180.0,17000.0,14.41,Apartment,Furnished,Hyderabad,Synthetic
Toli Chowki,4.0,3.0,1720.0,20500.0,12.05,Apartment,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1650.0,19500.0,11.8,Independent House,Unfurnished,Hyderabad,Synthetic
Toli Chowki,2.0,2.0,1610.0,21500.0,13.22,Villa,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,2.0,2.0,1150.0,17500.0,15.06,Independent House,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,2.0,2.0,1140.0,19500.0,17.02,Apartment,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,2.0,2.0,700.0,9000.0,13.11,Independent House,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1910.0,33000.0,17.29,Independent House,Furnished,Hyderabad,Synthetic
Toli Chowki,1.0,1.0,770.0,11000.0,14.03,Apartment,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,1.0,1.0,1580.0,25500.0,16.12,Apartment,Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1540.0,22500.0,14.61,Apartment,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,2.0,2.0,960.0,12500.0,13.06,Independent House,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,4.0,3.0,1320.0,20500.0,15.44,Independent House,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1580.0,19500.0,12.33,Independent House,Unfurnished,Hyderabad,Synthetic
Toli Chowki,1.0,1.0,1000.0,11500.0,11.71,Apartment,Semi-Furnished,Hyderabad,Synthetic
Toli Chowki,1.0,1.0,1380.0,21000.0,15.32,Apartment,Furnished,Hyderabad,Synthetic
Toli Chowki,3.0,2.0,1950.0,28500.0,14.54,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tolly Chowki,4.0,3.0,1530.0,23000.0,15.02,Villa,Unfurnished,Hyderabad,Synthetic
Tolly Chowki,2.0,2.0,1080.0,14000.0,13.09,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,2450.0,40500.0,16.51,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,2110.0,28500.0,13.52,Apartment,Unfurnished,Hyderabad,Synthetic
Tolly Chowki,2.0,2.0,1460.0,21000.0,14.42,Apartment,Unfurnished,Hyderabad,Synthetic
Tolly Chowki,4.0,3.0,2420.0,35500.0,14.64,Independent House,Furnished,Hyderabad,Synthetic
Tolly Chowki,1.0,1.0,1100.0,15000.0,13.57,Apartment,Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,1370.0,19000.0,13.94,Apartment,Unfurnished,Hyderabad,Synthetic
Tolly Chowki,4.0,3.0,1550.0,22500.0,14.45,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,1640.0,20000.0,12.17,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tolly Chowki,2.0,2.0,1300.0,18500.0,14.16,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,2950.0,41000.0,13.9,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,1950.0,24500.0,12.53,Apartment,Unfurnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,1820.0,23500.0,12.88,Apartment,Furnished,Hyderabad,Synthetic
Tolly Chowki,4.0,3.0,1020.0,16500.0,16.01,Villa,Unfurnished,Hyderabad,Synthetic
Tolly Chowki,2.0,2.0,1360.0,17500.0,12.8,Apartment,Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,300.0,5000.0,13.32,Apartment,Furnished,Hyderabad,Synthetic
Tolly Chowki,2.0,2.0,730.0,11500.0,15.65,Apartment,Furnished,Hyderabad,Synthetic
Tolly Chowki,4.0,3.0,1630.0,20000.0,12.14,Villa,Furnished,Hyderabad,Synthetic
Tolly Chowki,2.0,2.0,600.0,8500.0,14.21,Apartment,Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,2210.0,32000.0,14.56,Apartment,Unfurnished,Hyderabad,Synthetic
Tolly Chowki,1.0,1.0,1000.0,16500.0,16.3,Villa,Unfurnished,Hyderabad,Synthetic
Tolly Chowki,2.0,2.0,1140.0,16000.0,14.04,Independent House,Semi-Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,1480.0,18000.0,12.16,Apartment,Semi-Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,750.0,9000.0,12.28,Villa,Furnished,Hyderabad,Synthetic
Tolly Chowki,2.0,2.0,1950.0,25000.0,12.93,Apartment,Furnished,Hyderabad,Synthetic
Tolly Chowki,4.0,3.0,2540.0,30000.0,11.85,Independent House,Unfurnished,Hyderabad,Synthetic
Tolly Chowki,2.0,2.0,1380.0,16500.0,12.1,Apartment,Furnished,Hyderabad,Synthetic
Tolly Chowki,3.0,2.0,980.0,13000.0,13.41,Apartment,Furnished,Hyderabad,Synthetic
Tolly Chowki,2.0,2.0,1510.0,21500.0,14.17,Independent House,Semi-Furnished,Hyderabad,Synthetic
Trendset Winz,2.0,2.0,2740.0,45000.0,16.49,Apartment,Furnished,Hyderabad,Synthetic
Trendset Winz,2.0,2.0,2840.0,44500.0,15.73,Apartment,Furnished,Hyderabad,Synthetic
Trendset Winz,3.0,2.0,2900.0,46500.0,16.09,Villa,Furnished,Hyderabad,Synthetic
Trendset Winz,3.0,2.0,2920.0,49000.0,16.8,Apartment,Furnished,Hyderabad,Synthetic
Trendset Winz,1.0,1.0,2660.0,46500.0,17.45,Apartment,Unfurnished,Hyderabad,Synthetic
Trendset Winz,3.0,2.0,3130.0,50000.0,15.97,Apartment,Furnished,Hyderabad,Synthetic
Trendset Winz,3.0,2.0,3310.0,50500.0,15.29,Apartment,Furnished,Hyderabad,Synthetic
Trendset Winz,3.0,2.0,3000.0,49000.0,16.27,Apartment,Unfurnished,Hyderabad,Synthetic
Trendset Winz,4.0,3.0,3050.0,46000.0,15.14,Independent House,Unfurnished,Hyderabad,Synthetic
Trendset Winz,2.0,2.0,2860.0,48000.0,16.87,Independent House,Semi-Furnished,Hyderabad,Synthetic
Trendset Winz,2.0,2.0,2820.0,42000.0,14.93,Apartment,Unfurnished,Hyderabad,Synthetic
Trendset Winz,3.0,2.0,3080.0,50000.0,16.28,Villa,Semi-Furnished,Hyderabad,Synthetic
Trendset Winz,3.0,2.0,3030.0,49500.0,16.32,Apartment,Semi-Furnished,Hyderabad,Synthetic
Trendset Winz,2.0,2.0,2830.0,44000.0,15.51,Apartment,Semi-Furnished,Hyderabad,Synthetic
Trendset Winz,3.0,2.0,3010.0,50500.0,16.78,Independent House,Furnished,Hyderabad,Synthetic
Trendset Winz,2.0,2.0,2720.0,45500.0,16.71,Independent House,Semi-Furnished,Hyderabad,Synthetic
Trendset Winz,1.0,1.0,2550.0,45000.0,17.65,Apartment,Unfurnished,Hyderabad,Synthetic
Trendset Winz,3.0,2.0,3090.0,49500.0,16.08,Apartment,Semi-Furnished,Hyderabad,Synthetic
Trendset Winz,2.0,2.0,2810.0,48000.0,17.04,Villa,Unfurnished,Hyderabad,Synthetic
Trendset Winz,3.0,2.0,3070.0,47000.0,15.26,Apartment,Furnished,Hyderabad,Synthetic
