Locality,City,Project Name,Price (INR),Area (SqFt),Price/SqFt,BHK,Bathrooms,Property Type,Furnishing,Source,Scraped At
Attapur,Hyderabad,4 BHK 3400 Sq. Ft. Apartment,31900000.0,3400.0,9382.35294117647,4,4,Apartment,,,
Attapur,Hyderabad,"3 BHK Flat for Sale in Attapur, Hyderabad",222800000.0,2680.0,97014.92537313432,5,3,Apartment,,,
"Attapur, Hyderabad",Hyderabad,"Plot for Sale in Attapur, Hyderabad",51000000.0,444.0,114864.8648648649,1,3,Apartment,,,
Attapur,Hyderabad,4 BHK 3591 Sq. Ft. Villa,69300000.0,3591.0,19298.24561403509,4,4,Villa,,,
Attapur,Hyderabad,5 BHK 5700 Sq. Ft. Villa,110000000.0,5700.0,19298.24561403509,5,4,Villa,,,
Attapur,Hyderabad,5 BHK 6932 Sq. Ft. Villa,133800000.0,6932.0,19301.78880553953,5,4,Villa,,,
Attapur,Hyderabad,"3 BHK Flat for Sale in Attapur, Hyderabad",20000000.0,1976.0,10121.45748987854,3,2,Apartment,,,
"Attapur, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Attapur, Hyderabad",7500000.0,1110.0,6756.756756756757,2,2,Apartment,,,
Attapur,Hyderabad,4 BHK 2800 Sq. Ft. Villa,32000000.0,2800.0,11428.57142857143,4,4,Villa,,,
Attapur,Hyderabad,4 BHK 2804 Sq. Ft. Villa,32000000.0,2804.0,11412.26818830242,4,4,Villa,,,
"Attapur, Hyderabad",Hyderabad,"Showroom for Sale in Attapur, Hyderabad",40000000.0,5120.0,7812.5,5,4,Apartment,,,
Locality,Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",7580000.0,1285.0,5898.832684824903,2,2,Apartment,,,
Bachupally,Hyderabad,2 BHK 1110 Sq. Ft. Apartment,9024000.0,1110.0,8129.72972972973,2,2,Apartment,,,
Bachupally,Hyderabad,3 BHK 1353 Sq. Ft. Apartment,11000000.0,1353.0,8130.081300813008,3,2,Apartment,,,
Bachupally,Hyderabad,3 BHK 1617 Sq. Ft. Apartment,13100000.0,1617.0,8101.422387136673,3,3,Apartment,,,
Bachupally,Hyderabad,4 BHK 1914 Sq. Ft. Apartment,15600000.0,1914.0,8150.470219435737,4,3,Apartment,,,
Bachupally,Hyderabad,4 BHK 2021 Sq. Ft. Apartment,16400000.0,2021.0,8114.794656110836,4,3,Apartment,,,
Bachupally,Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",8800000.0,1500.0,5866.666666666667,3,3,Apartment,,,
Bachupally,Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",6959999.999999999,1160.0,5999.999999999999,2,2,Apartment,,,
Bachupally,Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",6800000.0,1083.0,6278.855032317636,2,2,Apartment,,,
Bachupally,Hyderabad,"2.5 BHK Flat for Sale in Bachupally, Hyderabad",10500000.0,1333.0,7876.969242310578,1,2,Apartment,,,
Bachupally,Hyderabad,"3 BHK Flat for Sale in Bachupally, Hyderabad",13500000.0,1575.0,8571.42857142857,3,3,Apartment,,,
Bachupally,Hyderabad,"3 BHK Flat for Sale in Bachupally, Hyderabad",12300000.0,1554.0,7915.057915057915,3,3,Apartment,,,
Bachupally,Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",8500000.0,1214.0,7001.647446457991,2,2,Apartment,,,
Bachupally,Hyderabad,3 BHK 2350 Sq. Ft. Apartment,28200000.0,2350.0,12000.0,3,3,Apartment,,,
Bachupally,Hyderabad,3 BHK 2650 Sq. Ft. Apartment,31800000.0,2650.0,12000.0,3,4,Apartment,,,
Bachupally,Hyderabad,4 BHK 2800 Sq. Ft. Apartment,33600000.0,2800.0,12000.0,4,4,Apartment,,,
Bachupally,Hyderabad,4 BHK 3600 Sq. Ft. Apartment,43200000.0,3600.0,12000.0,4,4,Apartment,,,
Know More About Bachupally,Hyderabad,"— Amod Patel, Former resident",28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Bachupally,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Bachupally,Hyderabad,"3 BHK Flat for Sale in Bachupally, Hyderabad",11500000.0,1540.0,7467.532467532467,3,3,Apartment,,,
"Bachupally, Hyderabad",Hyderabad,"2.5 BHK Flat for Sale in Bachupally, Hyderabad",10500000.0,1333.0,7876.969242310578,1,2,Apartment,,,
"Bachupally, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Bachupally, Hyderabad",10600000.0,1645.0,6443.768996960486,3,3,Apartment,,,
Bachupally,Hyderabad,3 BHK 2850 Sq. Ft. Apartment,29900000.0,2850.0,10491.22807017544,3,4,Apartment,,,
Bachupally,Hyderabad,4 BHK 3303 Sq. Ft. Apartment,34700000.0,3303.0,10505.60096881623,4,4,Apartment,,,
Bachupally,Hyderabad,4 BHK 3850 Sq. Ft. Apartment,40400000.0,3850.0,10493.50649350649,4,4,Apartment,,,
Bachupally,Hyderabad,"Plot for Sale in Bachupally, Hyderabad",37500000.0,417.0,89928.05755395684,1,3,Apartment,,,
Bachupally,Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",6800000.0,875.0,7771.428571428572,2,2,Apartment,,,
Bachupally,Hyderabad,"3 BHK Flat for Sale in Bachupally, Hyderabad",13900000.0,1395.0,9964.157706093189,3,3,Apartment,,,
Bachupally,Hyderabad,3 BHK 2180 Sq. Ft. Apartment,20900000.0,2180.0,9587.155963302752,3,4,Apartment,,,
Bachupally,Hyderabad,3 BHK 1750 Sq. Ft. Apartment,16800000.0,1750.0,9600.0,3,3,Apartment,,,
Bachupally,Hyderabad,4 BHK 3020 Sq. Ft. Apartment,29000000.0,3020.0,9602.649006622516,4,4,Apartment,,,
Bachupally,Hyderabad,"3 BHK Flat for Sale in Bachupally, Hyderabad",11200000.0,1633.0,6858.542559706064,3,3,Apartment,,,
"Bachupally, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Bachupally, Hyderabad",9558000.0,1620.0,5900.0,3,3,Apartment,,,
Bachupally,Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",5900000.0,975.0,6051.282051282052,2,2,Apartment,,,
Bachupally,Hyderabad,3 BHK 2003 Sq. Ft. Apartment,23000000.0,2003.0,11482.77583624563,3,3,Apartment,,,
Bachupally,Hyderabad,3 BHK 2870 Sq. Ft. Apartment,33000000.0,2870.0,11498.25783972126,3,4,Apartment,,,
Bachupally,Hyderabad,4 BHK 3500 Sq. Ft. Apartment,40300000.0,3500.0,11514.28571428571,4,4,Apartment,,,
Bachupally,Hyderabad,4 BHK 4037 Sq. Ft. Apartment,46400000.0,4037.0,11493.68342828833,4,4,Apartment,,,
Bachupally,Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",9000000.0,1285.0,7003.891050583657,2,2,Apartment,,,
Bachupally,Hyderabad,"3 BHK Villa for Sale in Bachupally, Hyderabad",24000000.0,2131.0,11262.31816048803,3,3,Villa,,,
"Bachupally, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Bachupally, Hyderabad",9056000.0,1535.0,5899.674267100977,3,3,Apartment,,,
Bachupally,Hyderabad,3 BHK 1796 Sq. Ft. Apartment,18000000.0,1796.0,10022.27171492205,3,2,Apartment,,,
Bachupally,Hyderabad,3 BHK 2124 Sq. Ft. Apartment,21200000.0,2124.0,9981.167608286252,3,4,Apartment,,,
Bachupally,Hyderabad,4 BHK 2708 Sq. Ft. Apartment,27100000.0,2708.0,10007.38552437223,4,3,Apartment,,,
"Bachupally, Hyderabad",Hyderabad,"Plot for Sale in Bachupally, Hyderabad",19300000.0,220.0,87727.27272727272,5,3,Apartment,,,
"Bachupally, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",8800000.0,1208.0,7284.76821192053,2,2,Apartment,,,
"Bachupally, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",6900000.0,1150.0,6000.0,3,2,Apartment,,,
Bachupally,Hyderabad,2 BHK 1296 Sq. Ft. Apartment,11300000.0,1296.0,8719.135802469134,2,2,Apartment,,,
Bachupally,Hyderabad,2 BHK 1340 Sq. Ft. Apartment,11700000.0,1340.0,8731.34328358209,2,2,Apartment,,,
Bachupally,Hyderabad,3 BHK 1909 Sq. Ft. Apartment,16700000.0,1909.0,8748.035620743845,3,3,Apartment,,,
Bachupally,Hyderabad,3 BHK 2044 Sq. Ft. Apartment,17900000.0,2044.0,8757.3385518591,3,3,Apartment,,,
"Bachupally, Hyderabad",Hyderabad,"Shop for Sale in Bachupally, Hyderabad",16000000.0,1000.0,16000.0,2,2,Apartment,,,
Bachupally,Hyderabad,"4 BHK Villa for Sale in Bachupally, Hyderabad",27900000.0,2675.0,10429.90654205608,5,4,Villa,,,
Bachupally,Hyderabad,"2 BHK Flat for Sale in Bachupally, Hyderabad",8600000.0,1195.0,7196.652719665272,2,2,Apartment,,,
Bachupally,Hyderabad,"3 BHK Villa for Sale in Bachupally, Hyderabad",15500000.0,150.0,103333.3333333333,5,3,Villa,,,
Bachupally,Hyderabad,"5 BHK Villa for Sale in Bachupally, Hyderabad",25000000.0,263.0,95057.03422053232,5,5,Villa,,,
Bachupally,Hyderabad,"3 BHK Flat for Sale in Bachupally, Hyderabad",11200000.0,1540.0,7272.727272727274,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,6636200.0,1080.0,6144.62962962963,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,25520000.0,1330.0,19187.96992481203,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,6600000.0,1277.0,5168.363351605325,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6111.0,260.6,23.44973138910207,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6956200.0,1080.0,6440.925925925926,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1080.0,238072.2222222222,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,15740000.0,1800.0,8744.444444444445,3,3,Plot,,,
Bagh Amberpet,Hyderabad,,22500000.0,1163.0,19346.51762682717,3,4,Apartment,,,
Bagh Amberpet,Hyderabad,,12500.0,260.6,47.96623177283193,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,13580000.0,1800.0,7544.444444444444,3,3,Plot,,,
Bagh Amberpet,Hyderabad,,12480000.0,1825.0,6838.356164383562,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,15000000.0,343.6,43655.41327124563,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,8219.0,260.6,31.53875671527245,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,14780000.0,1825.0,8098.630136986301,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,24100000.0,1760.0,13693.18181818182,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,13500000.0,1565.6,8622.89218191109,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,7670.0,260.6,29.43207981580967,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,24680000.0,1760.0,14022.72727272727,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,17260000.0,1950.0,8851.28205128205,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,20500000.0,1426.6,14369.83036590495,4,3,Apartment,,,
Bagh Amberpet,Hyderabad,,10512.0,260.6,40.33768227168073,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,14580000.0,1597.0,9129.6180338134,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,8453.0,260.6,32.43668457405986,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,10060000.0,1597.0,6299.311208515967,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,9700000.0,1000.0,9700.0,2,3,Apartment,,,
Bagh Amberpet,Hyderabad,,12060000.0,1066.0,11313.32082551595,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7500000.0,1064.0,7048.872180451128,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7500.0,260.6,28.77973906369916,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,9520000.0,1000.0,9520.0,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,20180000.0,2223.0,9077.82276203329,3,3,Plot,,,
Bagh Amberpet,Hyderabad,,35000000.0,3292.0,10631.8347509113,4,4,Apartment,,,
Bagh Amberpet,Hyderabad,,15744.0,260.6,60.41442824251726,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Plot,,,
Bagh Amberpet,Hyderabad,,10700000.0,102.0,104901.9607843137,7,5,Villa,,,
Bagh Amberpet,Hyderabad,,96740000.0,957.6,101023.3918128655,7,3,Apartment,,,
Bagh Amberpet,Hyderabad,,10700000.0,102.0,104901.9607843137,7,5,Plot,,,
Bagh Amberpet,Hyderabad,,12500000.0,1588.0,7871.536523929471,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,122549.0,260.6,470.2570990023023,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,9350000.0,102.0,91666.66666666669,5,5,Plot,,,
Bagh Amberpet,Hyderabad,,53680000.0,3000.0,17893.33333333333,6,4,Villa,,,
Bagh Amberpet,Hyderabad,,119520000.0,10200.0,9260.521911609743,6,3,Apartment,,,
Bagh Amberpet,Hyderabad,,53680000.0,3000.0,17893.33333333333,6,4,Plot,,,
Bagh Amberpet,Hyderabad,,4500.0,260.6,17.26784343821949,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,51580000.0,3000.0,17193.33333333333,5,4,Plot,,,
Bagh Amberpet,Hyderabad,,9261600.0,1224.0,7566.666666666667,3,2,Plot,,,
Bagh Amberpet,Hyderabad,,11029.0,260.6,42.32156561780506,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,5840000.0,792.0,7373.737373737374,7,2,Other,,,
Bagh Amberpet,Hyderabad,,96740000.0,957.6,101023.3918128655,7,3,Other,,,
Bagh Amberpet,Hyderabad,,5840000.0,792.0,7373.737373737374,7,2,Apartment,,,
Bagh Amberpet,Hyderabad,,11000000.0,824.0,13349.5145631068,2,3,Apartment,,,
Bagh Amberpet,Hyderabad,,13889.0,260.6,53.296239447429,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,5840000.0,792.0,7373.737373737374,4,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6850000.0,100.0,68500.0,5,5,Plot,,,
Bagh Amberpet,Hyderabad,,7000000.0,1022.6,6845.296303539996,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,70000.0,260.6,268.6108979278588,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,8960000.0,981.0,9133.537206931702,2,2,Plot,,,
Bagh Amberpet,Hyderabad,,20000000.0,3770.4,5304.476978569913,4,3,Apartment,,,
Bagh Amberpet,Hyderabad,,20387.0,260.6,78.23100537221795,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,37072200.0,803.0,46167.12328767123,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,5100000.0,378.0,13492.06349206349,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6351.0,260.6,24.37068303914044,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,37072200.0,803.0,46167.12328767123,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,800.0,295051.2315086969,2,3,Apartment,,,
Bagh Amberpet,Hyderabad,,7360000.0,1150.0,6400.0,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,9000000.0,1237.2,7274.490785645005,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7826.0,260.6,30.03069838833461,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7280000.0,1150.0,6330.434782608696,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,103120000.0,1202.0,85790.34941763728,2,3,Apartment,,,
Bagh Amberpet,Hyderabad,,9015000.0,1360.2,6627.701808557565,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,89900000.0,1202.0,74792.01331114808,2,3,Apartment,,,
Bagh Amberpet,Hyderabad,,7166000.0,1170.0,6124.786324786325,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7200000.0,1186.2,6069.802731411229,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6153.0,260.6,23.61089792785879,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,10040000.0,1132.0,8869.257950530035,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7300000.0,1076.8,6779.346210995543,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6448.0,260.6,24.74290099769762,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,9980000.0,1132.0,8816.25441696113,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,8000000.0,1250.0,6400.0,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,5600.0,260.6,21.4888718342287,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7215000.0,1250.0,5772.0,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,8195000.0,1250.0,6556.0,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,9292400.0,1154.0,8052.339688041595,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6641.0,260.6,25.48349961627014,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,9192400.0,1154.0,7965.684575389948,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,9700000.0,1136.0,8538.732394366198,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7600000.0,1370.0,5547.445255474453,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,6690.0,260.6,25.67152724481964,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1136.0,226390.8450704225,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,11235000.0,1650.0,6809.090909090909,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,6666.0,260.6,25.57943207981581,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,12900000.0,1650.0,7818.181818181818,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,11940000.0,1530.0,7803.921568627451,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7189.0,260.6,27.5863392171911,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1530.0,169960.7843137255,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,11360000.0,1460.0,7780.821917808219,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,7534.0,260.6,28.91020721412126,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1460.0,177150.6849315068,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,9232000.0,1300.0,7101.538461538462,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7650000.0,1309.0,5844.155844155845,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6740.0,260.6,25.86339217191097,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,10060000.0,1300.0,7738.461538461538,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,11840000.0,1525.0,7763.934426229508,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,5901.0,260.6,22.64389869531849,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,11280000.0,1525.0,7396.721311475409,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1525.0,169455.737704918,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,14287000.0,1420.0,10061.2676056338,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6338.0,260.6,24.3207981580967,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,12027200.0,1420.0,8469.859154929578,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1420.0,181309.8591549296,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,6164.0,260.6,23.65310821181888,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,13011600.0,1620.0,8031.851851851852,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,5555.0,260.6,21.3161933998465,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,10120000.0,1500.0,6746.666666666667,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,6000.0,260.6,23.02379125095932,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,11100000.0,1500.0,7400.0,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,6954800.0,1125.0,6182.044444444445,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,8700000.0,1239.8,7017.260848523956,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7733.0,260.6,29.67382962394474,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,8500000.0,1183.2,7183.908045977011,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7071.0,260.6,27.13353798925556,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,9180000.0,1140.0,8052.631578947368,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,8250000.0,773.8,10661.6696820884,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,8250.0,260.6,31.65771297006907,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6580000.0,1150.0,5721.739130434783,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,8200000.0,1049.4,7813.988946064417,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7130.0,260.6,27.35993860322333,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1150.0,223443.4782608696,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,8200.0,260.6,31.46584804297774,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1000.0,256982.0,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,5240000.0,950.0,5515.789473684211,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7368.0,260.6,28.27321565617805,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,5099800.0,950.0,5368.210526315789,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6720000.0,1025.0,6556.09756097561,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,4700000.0,903.8,5200.265545474663,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,4585.0,260.6,17.59401381427475,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1025.0,250614.6341463415,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6942000.0,1057.0,6567.644276253548,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,4500000.0,1053.6,4271.070615034169,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,4257.0,260.6,16.33537989255564,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1057.0,242707.6631977294,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,11740000.0,1440.0,8152.777777777777,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,10800000.0,1231.6,8769.080870412472,2,3,Apartment,,,
Bagh Amberpet,Hyderabad,,9300000.0,1440.0,6458.333333333333,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,8000000.0,1185.0,6751.054852320675,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,7619.0,260.6,29.23637759017652,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,12486000.0,1746.0,7151.202749140894,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,5500000.0,1114.0,4937.163375224416,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,3150.0,260.6,12.08749040675364,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,21706000.0,1746.0,12431.84421534937,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1746.0,147549.8281786942,3,3,Apartment,,,
Bagh Amberpet,Hyderabad,,8800000.0,1102.0,7985.480943738657,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,6352.0,260.6,24.37452033768227,2,2,Apartment,,,
Bagh Amberpet,Hyderabad,,9500000.0,1102.0,8620.689655172413,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,222800000.0,1102.0,233321.2341197823,3,2,Apartment,,,
Bagh Amberpet,Hyderabad,,10000000.0,1710.0,5847.953216374269,3,4,Apartment,,,
Bagh Amberpet,Hyderabad,,6060.0,260.6,23.25402916346892,2,2,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",58500000.0,1627.0,35955.74677320221,3,3,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",68400000.0,1900.0,36000.0,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",67300000.0,1872.0,35950.8547008547,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",67900000.0,1888.0,35963.98305084746,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Land for Sale in Balanagar, Hyderabad",14500000.0,1767.2,8205.070167496604,2,2,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Land for Sale in Balanagar, Hyderabad",51580000.0,3000.0,17193.33333333333,5,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",60599999.99999999,1685.0,35964.39169139465,3,3,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",63200000.0,1758.0,35949.94311717861,3,3,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",65700000.0,1827.0,35960.59113300493,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",66800000.0,1857.0,35971.99784598815,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",79200000.0,2200.0,36000.0,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",81000000.0,2250.0,36000.0,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",62900000.0,1749.0,35963.40766152087,3,3,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",63600000.0,1769.0,35952.51554550594,3,3,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",69200000.0,1924.0,35966.73596673596,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",62500000.0,1738.0,35960.8745684695,3,3,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",70400000.0,1958.0,35955.05617977528,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",78800000.0,2189.0,35998.17268158976,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",80500000.0,2237.0,35985.69512740277,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",81600000.0,2267.0,35994.70666078518,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",61200000.0,1700.0,36000.0,3,3,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",70800000.0,1967.0,35993.89933909507,3,4,Apartment,,,
"Balanagar, Hyderabad",Hyderabad,"Plot for Sale in Balanagar, Hyderabad",72000000.0,2000.0,36000.0,3,4,Apartment,,,
